Наименование аэропорта РФ;Год периода данных;Январь;Февраль;Март;Апрель;Май;Июнь;Июль;Август;Сентябрь;Октябрь;Ноябрь;Декабрь;Январь - Декабрь
Батагай;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Белая Гора;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Белгород;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Белоярский;2 007;28,4;23,2;22,8;64,1;171,7;155,1;145,2;174,2;141,9;188,3;162,8;91,4;1369,1
Белушье;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Березово;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
"Беринговский(Филиал ФКП ""А/П Чукотки"")";2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Бийск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Благовещенск;2 007;101,1;141,1;154,4;202,7;181,9;217,9;167,1;239,6;159,3;166,3;157,4;268,9;2157,7
Бованенково;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Богородское;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Богучаны;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Бодайбо;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Братск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Брянск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Бугульма;2 007;1,1;2,32;2,42;2,27;2;1,88;1,79;1,79;1,23;2,27;1,45;1,24;21,76
Буревестник;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ванавара;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Варандей;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Верхневилюйск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Вижас;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Вилюйск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Витим;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Владивосток(Кневичи);2 007;973,2;1554,8;1488,9;1782,7;1771,3;1596,9;1400,7;1721,5;1739,7;1785,8;1658,1;1544,3;19017,9
Владикавказ(Беслан);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Владимир;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Волгоград(Гумрак);2 007;39;73;62;137;101;74;82;69;116;78;127;93;1051
Вологда;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Волоковая;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Воркута;2 007;15,88;12,96;22,78;24,8;21,64;24,91;50,8;27,31;16,73;16,19;22,7;21,55;278,25
Воронеж(Чертовицкое);2 007;7,77;9,86;10,47;15,87;13,05;14,69;13,47;16,54;15,68;13,37;20,57;19,22;170,56
Вуктыл;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Геленджик;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Горно-Алтайск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Грозный(Северный);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Гыда;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Дальнереченск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Депутатский;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Диксон;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Дудинка;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ейск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Екатеринбург(Кольцово);2 007;800,4;1268,3;1370,5;1416,9;1287,6;1238,6;1098,8;1355,2;1678,8;1724,3;1670,5;1726,8;16636,7
Екатеринбург(Уктус);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Елизово(Авачинский);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Енисейск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ербогачен;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Жиганск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Жуковский;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Залив Лаврентия(Лаврентия);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Зея;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Зональное;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Зырянка;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Иваново(Южный);2 007;0;0;0;0;0;0;0;0;0;0;0;0;0
Игарка;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Игрим;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижевск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижма;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Индига;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Инта;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Йошкар-Ола;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Иркутск;2 007;772;822;972;1401;1475;1170;1458;1386;1267;1272;1581;1682;15258
Кавалерово;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Казань;2 007;271,49;467,43;617,18;435,91;509,08;258,81;234,47;343,7;728,24;275,79;469,25;570,93;5182,28
Казачинское(Казачинск);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Калининград(Храброво);2 007;179,63;211,19;290,22;260,18;221,09;267,42;249,93;285,15;288,18;358,85;364,49;425,67;3402
Калуга;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Каратайка;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Каргасок;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Кедровый;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Кемерово;2 007;85,83;109,7;125,69;124,24;129,82;116,6;128,5;140;160,85;157,95;153,25;186,96;1619,39
Кепервеем;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Киренск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Киров;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Когалым;2 007;60;288,9;204,1;247,5;207;166,9;216;304,9;399,4;378,2;685,6;492,9;3651,4
Кодинск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Колпашево;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Комсомольск-на-Амуре;2 007;93,5;154,6;121,2;43,6;9,3;0;9,3;17,5;13,7;33;118,5;147,6;761,8
Кондинское;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Коряки(Корякский);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Кострома;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Коткино;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Котлас;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Краснодар(Пашковский);2 007;338;464;550;654;733;750;735;703;720;643;633;646;7569
Красноселькуп;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Красноярск(Емельяново);2 007;1017,95;1374,67;1690,46;1624,98;1967,01;2564,43;2358,13;2819,8;2447,77;2279,93;2465,36;2127,84;24738,33
Красноярск(Черемшанка);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Курган;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Курильск(Ясный);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Курск(Восточный);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Кызыл;2 007;1,22;5,72;4,82;3,21;11,73;9,15;13,62;9,37;15,74;7,04;2,41;0;84,03
Лабожское;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ленск;2 007;64,2;108,1;113,7;113,3;165,9;168,3;113,7;106,5;98,4;139,1;162,9;189,1;1543,2
Лешуконское;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Липецк;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Магадан-13);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Сокол);2 007;198;220;267;274;262;406;408;400;374;276;262;299;3646
Магнитогорск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Майкоп;2 007;0;0;0;0;0;0;0;0;0;0;0;0;0
Мама;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Манилы;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Марково;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Махачкала(Уйташ);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Междуреченский;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Мезень;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Мильково;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Минеральные Воды;2 007;137;136;175;179;194;215;217;214;233;255;288;263;2506
Мирный;2 007;933,6;1272,2;1418,3;1865,8;1922,7;1925,3;3753,5;4234,8;4249,7;3136,5;2611;2570,1;29893,5
Москва(Быково);2 007;37,6;46,2;125;91,2;124,37;148,96;28,38;11,8;1,61;58,71;189,91;115,72;979,46
Москва(Внуково);2 007;1235,75;1487,53;1563,96;1575,27;1762;1875,66;1587,49;1956,15;2089,8;2123,36;2066,34;2365,56;21688,87
Москва(Домодедово);2 007;6424,92;8076,01;8754,34;9363,32;9980,07;9827,22;9227,72;10756,77;10844,82;11946,18;11926,05;12893,99;120021,41
Москва(Остафьево);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Москва(Шереметьево);2 007;8893;11476,7;13362,5;12591,7;11932,4;11981,4;12336,5;13146;13990,9;15158,3;14990,8;15856;155716,2
Мотыгино;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Мурманск;2 007;66,8;85,8;105;109,9;145,9;122,1;128,6;152,1;118,5;110,3;122,6;189,3;1456,9
Мыс Шмидта;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Мыс-Каменный;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Надым;2 007;61,64;65,45;73,84;81,67;186,92;103,37;105,96;108,5;101,76;127,77;113,2;133,08;1263,16
Назрань(Магас/Слепцовская);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нальчик;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нарьян-Мар;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нелькан;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нерюнгри(Чульман);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Несь;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеангарск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижневартовск;2 007;274;474,7;453,9;868,8;1190,3;1341,6;1182;1224,2;1102,6;1099,4;922,4;790,9;10924,8
Нижнекамск(Бегишево);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеудинск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижний Новгород(Стригино);2 007;30,2;50,3;45,07;56,82;46,91;104,59;108,39;66,35;60,71;96,09;33,93;55,22;754,58
Нижняя Пеша;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Николаевск-на-Амуре;2 007;110,5;130,67;129,39;185,02;75,45;69,39;40,48;72,49;71,6;51,5;68;131,57;1136,06
Никольское;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Новокузнецк;2 007;38;69;96;78;66;65;69;97;87;97;121;110;993
Новосибирск(Северный);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Новосибирск(Толмачево);2 007;804;1039,8;1158,2;1387,9;1488;1850,4;1529,19;1607,9;1575,2;1726,6;1729,9;1983,1;17880,19
Новый Уренгой;2 007;146,9;209,2;261;224,4;303,5;248,2;234,7;270,7;290,9;287;257,3;318,4;3052,2
Ноглики;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Норильск;2 007;1360,72;2197,96;2134,68;2094,24;2090,56;1921,76;1677,14;1563,73;1768;1829,87;2331,34;287,78;21257,78
Норильск(Валек);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ноябрьск;2 007;68,3;84,1;93,3;94;105,3;111,3;87,3;109,5;97,7;103,4;95,4;105,4;1155
Нюрба;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Нягань;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Озерная;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Олекминск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Оленек;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ома;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Омолон;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Омск(Центральный);2 007;177;244;269;298;248;275;303;326;326;335;328;328;3457
Омсукчан;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Орел(Южный);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Оренбург(Центральный);2 007;38,24;54,7;110,9;98,49;71,48;71,42;80,45;117,71;94,09;85,67;113,07;106,35;1042,57
Орск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Оссора;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Оха;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Охотск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Палана;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Пахачи;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Певек;2 007;30;120;165;231;142;107;171;24;74;34;134;209;1441
Пенза;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Бахаревка);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Большое Савино);2 007;89,46;130,56;154,04;156,21;181,94;141,94;183,46;218,4;223,29;191,38;299,51;256,01;2226,2
Песчанка(остров Колгуев);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Бесовец);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Пески);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Петропавловск-Камчатский(Елизово);2 007;466,12;620,92;697,45;567,46;516,04;582,57;747,13;1043,96;1239,19;1022,57;1059,75;1291,57;9854,73
Печора;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Пионерный;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Пластун;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Подкаменная Тунгуска;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Полины Осипенко;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Полярный;2 007;412;907,6;335,6;576,4;732,1;562,2;648,7;785;556,5;568,5;708;866,5;7659,1
Провидения(Провидения Бухта);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Псков(Кресты);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Рогачево(Амдерма-2);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ростов-на-Дону;2 007;305,9;285,3;406,6;475,7;479,1;525,2;576,8;602,9;593,7;595;544;588;5978,2
Ростов-на-Дону(Платов);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Сабетта;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Саккырыр;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Салехард;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Курумоч);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Смышляевка);2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Сангар;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Санкт-Петербург(Пулково);2 007;1236;2065;1785;2094;1888;1933;2188;2348;2311;2441;2325;2535;25149
Саранск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Саратов(Центральный);2 007;31;32,5;41,7;46,4;36,5;32,8;35,1;45,7;44,3;47,4;44,4;58;495,8
Саскылах;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Светлогорск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Енисейский;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Эвенск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Сеймчан;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Симферополь;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Снопа;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Соболево;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Советская Гавань;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Советский;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Соловки;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Сочи;2 007;82;154;160;161;193;173;149;201;263;204;153;188;2081
Среднеколымск;2 007;***;***;***;***;***;***;***;***;***;***;***;***;***
Ставрополь(Шпаковское);2 007;50;52;55;56;55;61;63;69;70;79;89;81;780
